band	state	site	box	year	date	class	age	sex	experiment	treatment	cap_num	b_cort	s_cort	d_cort	a_cort	inj_type	ss_type	b_lat	s_lat	d_a_lat	b_gluc	s_gluc	d_gluc	a_gluc	stage	post_trt	mass	bhead	fwing	massd15	time_start	notes
177177232	AK	McCarthy	162	2017	164	adult	SY	F	Stressor	Control	1	2.34	41.98	24.79		Dex_or_nothing	B_S_D	140	31	31	201	255			early_inc	no	18.75	27.8	111.5		393	
177177232	AK	McCarthy	162	2017	170	adult	SY	F	Stressor	Control	2	0.83				Dex_or_nothing	B_S_D	101			197				late_inc	no	20.25				500	
177177232	AK	McCarthy	162	2017	178	adult	SY	F	Stressor	Control	3	0.47	92.72	18.83		Dex_or_nothing	B_S_D	98	30	91	206	265			provision	no	18.5	27.5	115		455	
177177237	AK	McCarthy	174	2017	183	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	150	34	32	264	250			provision	no	20.5	28.9	120		485	
177177254	AK	McCarthy	170	2017	161	adult	ASY	F	Stressor	Low_Tape	1	1.93	24.28	15.36		Dex_or_nothing	B_S_D	136	40	32	178	231			early_inc	no	20.5	28.3	120		428	
177177254	AK	McCarthy	170	2017	166	adult	ASY	F	Stressor	Low_Tape	2	0.47				Dex_or_nothing	B_S_D	100			236				late_inc	yes	17.75				506	
177177255	AK	McCarthy	133	2017	158	adult	ASY	F	Stressor	Control	1	8.16	36.23			Dex_or_nothing	B_S_D	150	35		210	211			early_inc	no	20.75	27.4	116		470	Dex not bled because bled extra at stress.
177177255	AK	McCarthy	133	2017	164	adult	ASY	F	Stressor	Control	2	3.37				Dex_or_nothing	B_S_D	125			213				late_inc	no	19.25				445	
177177255	AK	McCarthy	133	2017	174	adult	ASY	F	Stressor	Control	3	3.95	60.45	26.13		Dex_or_nothing	B_S_D	150	33	31	185	260			provision	no	18.75	27.8	115		475	
177177256	AK	McCarthy	102	2017	158	adult	ASY	F	Stressor	Predator	1	1.31	55.27	15.08		Dex_or_nothing	B_S_D	120	30	30	149	206			early_inc	no	20.75	28.3	118		441	
177177256	AK	McCarthy	102	2017	164	adult	ASY	F	Stressor	Predator	2	0.47				Dex_or_nothing	B_S_D	136			207				late_inc	yes	20				403	
177177256	AK	McCarthy	102	2017	174	adult	ASY	F	Stressor	Predator	3	0.47	47.76	8.39		Dex_or_nothing	B_S_D	120	33	33	145	226			provision	yes	19	28.2	117		455	
177177257	AK	McCarthy	144	2017	161	adult	ASY	F	Stressor	Predator	1	0.8	14.96	9.91		Dex_or_nothing	B_S_D	94	32	33	209	250			early_inc	no	22.25	28.7	122		521	
177177257	AK	McCarthy	144	2017	167	adult	ASY	F	Stressor	Predator	2	1.34				Dex_or_nothing	B_S_D	135			236				late_inc	yes	20				435	
177177257	AK	McCarthy	144	2017	174	adult	ASY	F	Stressor	Predator	3	0.47	55.98	11.53		Dex_or_nothing	B_S_D	80	31	31	237	246			provision	yes	18.25	28.6	121		479	
177177265	AK	Currant_Ridge	B	2017	177	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	111	30	30	184	224			provision	no	20.75	28.9	125		367	
177177267	AK	McCarthy	133	2017	174	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	93	36	31	169	249			provision	no	21.25	29.4	124		461	
177177274	AK	McCarthy	181	2017	172	adult	SY	F	Stressor	Low_Tape	1	2.36	27.85	10.27		Dex_or_nothing	B_S_D	64	31	32	196	254			early_inc	no	19.75	26.6	118		380	
177177274	AK	McCarthy	181	2017	178	adult	SY	F	Stressor	Low_Tape	2	1.79				Dex_or_nothing	B_S_D	120			197				late_inc	yes	20				363	
177177274	AK	McCarthy	181	2017	187	adult	SY	F	Stressor	Low_Tape	3	2.59	16.87	8.31		Dex_or_nothing	B_S_D	64	31	34	187	257			provision	yes	19.25	26.3	117.5		433	
185146883	NY	CU1	12	2017	146	adult	ASY	F	Color	Color_Dull	1	1.93	4.2	8.14		Dex_or_nothing	B_S_D	144	33	31	178	207			early_inc	no	22	29.1	121		491	
185146883	NY	CU1	12	2017	157	adult	ASY	F	Color	Color_Dull	2	1.84	9.86			Dex_or_nothing	B_S_D	100	30		215	223			provision	yes	20.5	29.3	121		445	DEX bleed not taken (due to high stress).
185146896	NY	CU1	134	2017	145	adult	ASY	F	Color	Color_Sham	1	8.27	42.77	9.41		Dex_or_nothing	B_S_D	177	30	30	220	239			early_inc	no	21	28.2	114		515	
185146896	NY	CU1	134	2017	157	adult	ASY	F	Color	Color_Sham	2	21.91	12.45	9.01		Dex_or_nothing	B_S_D	90	32	33	209	223			provision	no	19	28.2	112		499	
185193415	AK	McCarthy	135	2017	173	adult	ASY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	90	34	31	265	338			provision	no	20.75	30	125		481	
212110252	NY	CU2	9	2017	151	adult	SY	F	Color	Color_Sham	1	1.05	63.55	18.81		Dex_or_nothing	B_S_D	113	31	29	235	170			early_inc	no	20.5	28.2	120		444	
212110275	NY	CU1	17	2017	150	adult	ASY	F	Color	Color_Sham	1	4.05	20.21	14.91		Dex_or_nothing	B_S_D	105	31	31	172	234			early_inc	no	22	28.9	120		447	Smear
212110275	NY	CU1	17	2017	163	adult	ASY	F	Color	Color_Sham	2	1	20.93	8.64		Dex_or_nothing	B_S_D	100	30	35	233	282			provision	no	22	29.3	120.5		459	
212110279	NY	CU1	999	2017	160	adult	SY	F			1					Dex_or_nothing	B_S_D	72			187				early_inc	no	20.5	28.6	116.5		545	Tried for 3rd capture female in box 1.103 on 6/9/17Different SY female was caught instead Not sure where this female came from. We marked her as nest 1 and capture 1 in order to have the program save the rest of the information we had.
232146950	NY	CU1	131	2017	153	adult	ASY	F	Color	Color_Dull	1	4.14	10.37	5.27		Dex_or_nothing	B_S_D	159	30	30	188	196			early_inc	no	21	28.5	121		420	
232146950	NY	CU1	131	2017	165	adult	ASY	F	Color	Color_Dull	2	5.76	7.43	20.15		Dex_or_nothing	B_S_D	110	31	30	247	215			provision	yes	20	28.5	122.5		426	
232146953	NY	CU1	80	2017	148	adult	ASY	F	Color	Color_Sham	1	0.6	17.81	10.49		Dex_or_nothing	B_S_D	99	30	30	236	256			early_inc	no	20	28.5	116		436	
232146953	NY	CU1	80	2017	160	adult	ASY	F	Color	Color_Sham	2	0.47	22.67	13.42		Dex_or_nothing	B_S_D	80	32	30	220	272			provision	no	20	28.4	116		437	
232146988	NY	CU1	34	2017	147	adult	SY	F	Color	Color_Dull	1	6.14	25.56	20.33		Dex_or_nothing	B_S_D	124	30	30	189	210			early_inc	no	20	28.6	116		445	
232146988	NY	CU1	34	2017	160	adult	SY	F	Color	Color_Dull	2	2.36	31.37	22.89		Dex_or_nothing	B_S_D	70	31	30	225	254			provision	yes	19.5	28.9	117.5		433	
239159842	NY	CU1	85	2017	143	adult	ASY	F	Color	Color_Sham	1	0.47	25.61	6.58		Dex_or_nothing	B_S_D	160	32	34	216	222			early_inc	no	23	29.1	119		465	
239159842	NY	CU1	85	2017	154	adult	ASY	F	Color	Color_Sham	2	1.54	21.23	3.94		Dex_or_nothing	B_S_D	150	30	30	219	200			provision	no	21.5	28.1	119		485	Bird was stressed enough to not fly for a few minutes
239159871	NY	CU1	26	2017	145	adult	ASY	F	Color	Color_Sham	1	10.89	21.55	7.79		Dex_or_nothing	B_S_D	90	31	32	205	234			early_inc	no	22.5	28.1	116		442	
239159871	NY	CU1	26	2017	155	adult	ASY	F	Color	Color_Sham	2	4.22	86.63	7.47		Dex_or_nothing	B_S_D	120	32	32	130	240			provision	no	18	28.1	115		549	SMEAR
240150270	NY	CU2	38	2017	143	adult	ASY	F	Color	Color_Sham	1	0.47	11.51	10.64		Dex_or_nothing	B_S_D	75	50	32	229	249			early_inc	no	23.5	29.7	117		441	
240150270	NY	CU2	38	2017	154	adult	ASY	F	Color	Color_Sham	2	2.02	16.46	9.5		Dex_or_nothing	B_S_D	75	31	30	238	270			provision	no	21	29.4	117		529	
240150273	NY	CU2	5	2017	154	adult	ASY	F	Color	Color_Sham	1	2.13	13.8	1.81		Dex_or_nothing	B_S_D	108	30	33	267	285			early_inc	no	21	28.8	113		450	
240150273	NY	CU2	5	2017	166	adult	ASY	F	Color	Color_Sham	2	0.47	6.77	6.22		Dex_or_nothing	B_S_D	145	31	30	221	307			provision	no	20	28.7	113		468	
240150355	NY	CU2	27	2017	150	adult	ASY	F	Color	Color_Dull	1	5.16	17.47	4.75		Dex_or_nothing	B_S_D	187	35	32	208	263			early_inc	no	20	29.8	115		444	Time to baseline: probably  ~3:30 (started timer late and slow bleeding)Smear
240150355	NY	CU2	27	2017	161	adult	ASY	F	Color	Color_Dull	2	1.65	13.53	36.44		Dex_or_nothing	B_S_D	117	31	30	134	220			provision	yes	21	29.3	117.5		425	
251110573	AK	McCarthy	134	2017	160	adult	ASY	F	Stressor	Predator	1	0.47	10.41	15.73		Dex_or_nothing	B_S_D	115	32	30	199	198			early_inc	no	22.25	28.2	118.5		374	
251110573	AK	McCarthy	134	2017	166	adult	ASY	F	Stressor	Predator	2	1.6				Dex_or_nothing	B_S_D	75			209				late_inc	yes	19.75				420	
251110573	AK	McCarthy	134	2017	173	adult	ASY	F	Stressor	Predator	3	0.47	40.52	9.43		Dex_or_nothing	B_S_D	133	35	33	218	275			provision	yes	18.5	28.1	119		493	
251110579	AK	McCarthy	102	2017	174	adult	AHY	M	Stressor	Mate_Predator	1	2.84	31.85	17.35		Dex_or_nothing	B_S_D	120	33	32	212	221			provision	no	19.25	28	114		459	
251110618	AK	Long_Lake	49	2017	157	adult	ASY	F	Stressor	Control	1	1.73	49.93	8.46		Dex_or_nothing	B_S_D	172	32	31	197	232			early_inc	no	20	28.4	123		470	
251110618	AK	Long_Lake	49	2017	163	adult	ASY	F	Stressor	Control	2	1.43				Dex_or_nothing	B_S_D	175			211				late_inc	no	20				511	
259122567	NY	CU2	34	2017	144	adult	ASY	F	Color	Color_Dull	1	3.01	33.01	13.23		Dex_or_nothing	B_S_D	110	32	31	198	189			early_inc	no	22	29.1	116		465	
259122567	NY	CU2	34	2017	155	adult	ASY	F	Color	Color_Dull	2	150.68	25.18	10.78		Dex_or_nothing	B_S_D	70	32	34	230	262			provision	yes	20.5	28.2	119		430	SMEAR
262106704	NY	CU2	46	2017	157	adult	SY	F	Color	Color_Dull	2	7.56	8.49	11.98		Dex_or_nothing	B_S_D	155	30	30	170	190			provision	yes	20	28.4	117.5		473	
262125455	NY	CU2	116	2017	146	adult	ASY	F	Color	Color_Dull	1	18.56	26.63	17.75		Dex_or_nothing	B_S_D	126	33	29	196	237			early_inc	no	23.75	29.6	119		429	
262125455	NY	CU2	116	2017	157	adult	ASY	F	Color	Color_Dull	2	3.41	25.53	18.46		Dex_or_nothing	B_S_D	140	31	30	212	189			provision	yes	23	29	119		399	
262125482	NY	CU2	122	2017	144	adult	ASY	F	Color	Color_Sham	1	3.24	29.3	27.22		Dex_or_nothing	B_S_D	110	31	31	246	225			early_inc	no	22.5	28.7	122		495	
262125482	NY	CU2	122	2017	155	adult	ASY	F	Color	Color_Sham	2	5.45	12.07	32.04		Dex_or_nothing	B_S_D	118	28	30	214	296			provision	no	19	29.4	122		538	
262125490	NY	CU1	103	2017	146	adult	ASY	F	Color	Color_Sham	1	2.06	10.82	15.68		Dex_or_nothing	B_S_D	88	32	31	198	266			early_inc	no	20	24.5	127		436	
262125490	NY	CU1	103	2017	156	adult	ASY	F	Color	Color_Sham	2	3.83	7.4	4.21		Dex_or_nothing	B_S_D	143	31	31	222	248			provision	no	19.5	27.6	122		559	
262125950	NY	CU1	41	2017	146	adult	ASY	F	Color	Color_Dull	1	6.09	12.56	20.3		Dex_or_nothing	B_S_D	120	32	34	256	242			early_inc	no	17	28.5	118		435	
262125950	NY	CU1	41	2017	157	adult	ASY	F	Color	Color_Dull	2	1.77	13.08			Dex_or_nothing	B_S_D	157	33		225	216			provision	yes	19	28.4	118		522	DEX bleed was not done (bird was overly stressed).
262125983	NY	CU2	23	2017	141	adult	ASY	F	Color	Color_Dull	1	4.47	6.06	6.43		Dex_or_nothing	B_S_D	96	32	30	239	239			early_inc	no	23.5	29.1	114		455	
262125983	NY	CU2	23	2017	154	adult	ASY	F	Color	Color_Dull	2	3.12	6.51	6.39		Dex_or_nothing	B_S_D	97	30	30	236	282			provision	yes	20	29	112.5		502	
263113706	NY	CU2	37	2017	140	adult	ASY	F	Color	Color_Sham	1	5	25.38	8.01		Dex_or_nothing	B_S_D	102	30	30	224	256			early_inc	no	24	28.6	120		452	
263113706	NY	CU2	37	2017	153	adult	ASY	F	Color	Color_Sham	2	3.45	7.18	6.88		Dex_or_nothing	B_S_D	125	30	31	248	249			provision	no	20.5	28.7	121		543	
263113714	NY	CU2	77	2017	142	adult	ASY	F	Color	Color_Sham	1	4.67	21.69	10.28		Dex_or_nothing	B_S_D	75	31	32	207	245			early_inc	no	22.25	28.8	119.5		450	
263113714	NY	CU2	77	2017	153	adult	ASY	F	Color	Color_Sham	2	5.39	9.63	5.11		Dex_or_nothing	B_S_D	148	31	33	214	241			provision	no	19.5	28.2	118		438	smear
263113714	NY	CU2	77	2017	157	adult	ASY	F	Color	Color_Sham	3	2.19				Dex_or_nothing	B_S_D	150			210				provision	no					570	
263113715	NY	CU2	111	2017	145	adult	ASY	F	Color	Color_Sham	1	3.27	35.36	10.27		Dex_or_nothing	B_S_D	135	31	30	222	264			early_inc	no	22	29.6	114		447	
263114002	NY	CU2	117	2017	142	adult	ASY	F	Color	Color_Dull	1	5.09	31.97	10.68		Dex_or_nothing	B_S_D	82	33	30	225	256			early_inc	no	24.5	28.8	118		440	
263114002	NY	CU2	117	2017	154	adult	ASY	F	Color	Color_Dull	2	3.71	17.29	7.8		Dex_or_nothing	B_S_D	138	30	30	247	252			provision	yes	21	29	118.5		431	
263114002	NY	CU2	117	2017	157	adult	ASY	F	Color	Color_Dull	3	2.71				Dex_or_nothing	B_S_D	112			202				provision	yes					556	
263114035	NY	CU1	11	2017	147	adult	SY	F	Color	Color_Sham	1	1.14	32.32	15.14		Dex_or_nothing	B_S_D	98	31	29	202	242			early_inc	no	19.5	28.2	114		437	
263114035	NY	CU1	11	2017	160	adult	SY	F	Color	Color_Sham	2	4.94	20.9	8.87		Dex_or_nothing	B_S_D	130	32	30	209	276			provision	no	20	28.3	113		426	
263114087	NY	CU1	24	2017	145	adult	ASY	F	Color	Color_Dull	1	1.17	59.85	8.51		Dex_or_nothing	B_S_D	75	31	32	200	251			early_inc	no	23	27.9	115.5		434	
263114087	NY	CU1	24	2017	157	adult	ASY	F	Color	Color_Dull	2	2.12	37.35	5.85		Dex_or_nothing	B_S_D	90	30	30	229	283			provision	yes	19	26.9	116		597	
263126905	AK	McCarthy	156	2017	160	adult	SY	F	Stressor	Predator	1	0.67	52.44	21.44		Dex_or_nothing	B_S_D	110	32	31	180	182			early_inc	no	23.5	28.9	119		443	
263126905	AK	McCarthy	156	2017	166	adult	SY	F	Stressor	Predator	2	8.88				Dex_or_nothing	B_S_D	70			230				late_inc	yes	20.75				477	
263126905	AK	McCarthy	156	2017	175	adult	SY	F	Stressor	Predator	3	4.72	61.31	16.51		Dex_or_nothing	B_S_D	123	38	30	165	252			provision	yes	20	28.8	119		434	
263126906	AK	McCarthy	168	2017	161	adult	SY	F	Stressor	Control	1	0.47	12.25	13.47		Dex_or_nothing	B_S_D	113	28	34	203	192			early_inc	no	25	28.4	119.5		445	
263126906	AK	McCarthy	168	2017	175	adult	SY	F	Stressor	Control	3	2.88	57.78	14.44		Dex_or_nothing	B_S_D	124	30	32	189	188			provision	no	21.5	28.1	119.5		456	
263126907	AK	Currant_Ridge	B	2017	163	adult	ASY	F	Stressor	Control	1	1.85	34.71	12.37		Dex_or_nothing	B_S_D	90	31	32	189	261			early_inc	no	21.25	28.3	119		403	
263126907	AK	Currant_Ridge	B	2017	169	adult	ASY	F	Stressor	Control	2	2.54				Dex_or_nothing	B_S_D	118			203				late_inc	no					458	were not weighed mass missing
263126907	AK	Currant_Ridge	B	2017	177	adult	ASY	F	Stressor	Control	3	1.45	12.23	14.86		Dex_or_nothing	B_S_D	91	30	29	165	219			provision	no	18.75	28.4	117		363	
263126908	AK	Long_Lake	22	2017	165	adult	ASY	F	Stressor	Predator	1	3.78	50.65	11.27		Dex_or_nothing	B_S_D	102	31	30	261	348			early_inc	no	19.5	28.9	118		365	
263126908	AK	Long_Lake	22	2017	171	adult	ASY	F	Stressor	Predator	2	0.77				Dex_or_nothing	B_S_D	60			347				late_inc	yes	18.5				433	
263126908	AK	Long_Lake	22	2017	181	adult	ASY	F	Stressor	Predator	3	0.79	20.97	10.28		Dex_or_nothing	B_S_D	54	32	31	235	347			provision	yes	19	28.4	118.5		433	
263126909	AK	Long_Lake	60	2017	165	adult	ASY	F	Stressor	Control	1	0.47	38.9	12.47		Dex_or_nothing	B_S_D	68	32	33	224	340			early_inc	no	20.5	28.7	119		371	
263126909	AK	Long_Lake	60	2017	171	adult	ASY	F	Stressor	Control	2	1.28				Dex_or_nothing	B_S_D	97			219				late_inc	no	19.75				469	
263126909	AK	Long_Lake	60	2017	179	adult	ASY	F	Stressor	Control	3	3.84	64.54	20.57		Dex_or_nothing	B_S_D	97	33	29	191	219			provision	no	17.75	28.7	117		431	
263126910	AK	Long_Lake	9	2017	165	adult	SY	F	Stressor	Predator	1	1.59	72.92	22.26		Dex_or_nothing	B_S_D	115	30	36	265	281			early_inc	no	18.5	29	113		413	
263126910	AK	Long_Lake	9	2017	171	adult	SY	F	Stressor	Predator	2	1.53				Dex_or_nothing	B_S_D	102			186				late_inc	yes					442	"Mass was not recorded, forgotten."
263126910	AK	Long_Lake	9	2017	179	adult	SY	F	Stressor	Predator	3	2.24	84.14	22.05		Dex_or_nothing	B_S_D	80	31	33	209	227			provision	yes	17	27.7	112.5		462	
263126911	AK	Long_Lake	2	2017	165	adult	SY	F	Stressor	Control	1	3.98	60.29	25.85		Dex_or_nothing	B_S_D	150	32	31	234	266			early_inc	no	19.75	29.6	118		437	
263126915	AK	McCarthy	152	2017	166	adult	SY	F	Stressor	Low_Tape	1	2.06	31.11	10.3		Dex_or_nothing	B_S_D	90	33	33	188	205			early_inc	no	19.5	28.8	119.5		442	
263126916	AK	McCarthy	174	2017	168	adult	SY	F	Stressor	Low_Tape	1	2.4	17.99	27.88		Dex_or_nothing	B_S_D	117	31	31	175	226			early_inc	no	20.5	28.5	114		379	
263126916	AK	McCarthy	174	2017	174	adult	SY	F	Stressor	Low_Tape	2	0.96				Dex_or_nothing	B_S_D	100			191				late_inc	yes	18.5				397	
263126916	AK	McCarthy	174	2017	183	adult	SY	F	Stressor	Low_Tape	3	2.89	24.06	11.88		Dex_or_nothing	B_S_D	130	31	33	189	210			provision	yes	18.5	28.4	112		444	
263126917	AK	McCarthy	178	2017	168	adult	ASY	F	Stressor	Low_Tape	1	3.77	31.54	17.21		Dex_or_nothing	B_S_D	134	38	32	175	220			early_inc	no	21	28.6	116.5		384	
263126917	AK	McCarthy	178	2017	174	adult	ASY	F	Stressor	Low_Tape	2	0.47				Dex_or_nothing	B_S_D	110			205				late_inc	yes	19.25				391	
263126917	AK	McCarthy	178	2017	183	adult	ASY	F	Stressor	Low_Tape	3	1.09	6.63	13.82		Dex_or_nothing	B_S_D	83	31	30	293	244			provision	yes	20	28.6	114		403	
263126918	AK	McCarthy	166	2017	168	adult	ASY	F	Stressor	Predator	1	2.22	19.45	6.7		Dex_or_nothing	B_S_D	95	31	35	184	294			early_inc	no	20.75	28.6	116		402	
263126918	AK	McCarthy	166	2017	174	adult	ASY	F	Stressor	Predator	2	1.85				Dex_or_nothing	B_S_D	65			223				late_inc	yes	20.25				412	
263126918	AK	McCarthy	166	2017	182	adult	ASY	F	Stressor	Predator	3	0.47	27.57	11.64		Dex_or_nothing	B_S_D	55	31	31	179	201			provision	yes	19.5	27.5	113		487	
263126919	AK	McCarthy	137	2017	168	adult	SY	F	Stressor	Control	1	3.19	47.88	7.59		Dex_or_nothing	B_S_D	175	34	30	237	306			early_inc	no	21	29.1	115		491	new RFID at capture 3
263126919	AK	McCarthy	137	2017	182	adult	SY	F	Stressor	Control	3	1.86	49.36	9.77		Dex_or_nothing	B_S_D	68	30	30	219	236			provision	no	20	28.7	113		424	lost her RFID - replaced.
263126920	AK	Long_Lake	1	2017	169	adult	SY	F	Stressor	Low_Tape	1	1.55	17.72	10.32		Dex_or_nothing	B_S_D	125	30	31	271	296			early_inc	no	20	27.9	120		492	
263126921	AK	Long_Lake	13	2017	169	adult	SY	F	Stressor	Control	1	1.22		4.41		Dex_or_nothing	B_S_D	105	33	30	218	194			early_inc	no	20.75	28.6	119		514	
263126921	AK	Long_Lake	13	2017	173	adult	SY	F	Stressor	Control	2	7.46				Dex_or_nothing	B_S_D	92			216				late_inc	no	19.5				405	
263126921	AK	Long_Lake	13	2017	181	adult	SY	F	Stressor	Control	3	1.36	80.44	3.29		Dex_or_nothing	B_S_D	96	31	31	227	204			provision	no	19.5	28.6	119		478	
263126922	AK	McCarthy	132	2017	170	adult	SY	F	Stressor	Control	1	0.8	14.37	11.16		Dex_or_nothing	B_S_D	100	33	32	121	165			early_inc	no	20.75	27.5	118.5		444	
263126922	AK	McCarthy	132	2017	176	adult	SY	F	Stressor	Control	2	3.74				Dex_or_nothing	B_S_D	120			170				late_inc	no	20.25				449	
263126923	AK	McCarthy	108	2017	170	adult	SY	F	Stressor	Predator	1	0.47	2.08	0.48		Dex_or_nothing	B_S_D	106	43	30	193	237			early_inc	no	21.75	28.4	117		443	
263126923	AK	McCarthy	108	2017	176	adult	SY	F	Stressor	Predator	2	0.71				Dex_or_nothing	B_S_D	99			167				late_inc	yes	21.25				436	
263126923	AK	McCarthy	108	2017	187	adult	SY	F	Stressor	Predator	3	2.68	19.53	20.37		Dex_or_nothing	B_S_D	154	34	-28	183	217			provision	yes	19	28.3	114.5		432	
263126926	AK	Long_Lake	24	2017	171	adult	SY	F	Stressor	Predator	1	1.84	77.09	29.46		Dex_or_nothing	B_S_D	84	31	32	215	219			early_inc	no	19.25	28.4	116		442	
263126926	AK	Long_Lake	24	2017	177	adult	SY	F	Stressor	Predator	2	8.09				Dex_or_nothing	B_S_D	75			221				late_inc	yes	19				464	
263126926	AK	Long_Lake	24	2017	185	adult	SY	F	Stressor	Predator	3	10.62	65.4	8.4		Dex_or_nothing	B_S_D	127	32	31	190	185			provision	yes	17.25	28.4	114		468	
263126928	AK	McCarthy	153	2017	172	adult	SY	F	Stressor	Predator	1	3.78	37.61	29.74		Dex_or_nothing	B_S_D	110	34	33	194	328			early_inc	no	18.5	28.4	117		390	
263126928	AK	McCarthy	153	2017	178	adult	SY	F	Stressor	Predator	2	3.38				Dex_or_nothing	B_S_D	104			213				late_inc	yes	21.25				358	
263126928	AK	McCarthy	153	2017	186	adult	SY	F	Stressor	Predator	3	3.02	69.78	24.5		Dex_or_nothing	B_S_D	62	23	30	251	251			provision	yes	18.5	28.6	115.5		493	
263126929	AK	McCarthy	119	2017	172	adult	SY	F	Stressor	Control	1	6.73	45.46	23.67		Dex_or_nothing	B_S_D	146	34	33	225	217			early_inc	no	19.5	28.2	113		417	
263126929	AK	McCarthy	119	2017	178	adult	SY	F	Stressor	Control	2	1.87				Dex_or_nothing	B_S_D	140			221				late_inc	no	22.5				358	
263126929	AK	McCarthy	119	2017	184	adult	SY	F	Stressor	Control	3	2.63	98.63	40.08		Dex_or_nothing	B_S_D	81	32	32	206	199			provision	no	18.75	28.1	113		457	
263126930	AK	Long_Lake	56	2017	173	adult	SY	F	Stressor	Low_Tape	1	2.7	107.51	37.61		Dex_or_nothing	B_S_D	93	30	28	229	236			early_inc	no	19	27.2	121		366	found dead in nest 6/25
263126931	AK	McCarthy	164	2017	178	adult	AHY	M	Stressor	Mate_Predator	1	7.25	47.05	13.32		Dex_or_nothing	B_S_D	144	35	31	236	183			provision	no	20.25	28.2	124		407	
263126932	AK	McCarthy	176	2017	178	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	70	30	31	199	188			provision	no	21.25	28.6	127		376	
263126933	AK	McCarthy	156	2017	175	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	90	32	33	224	233			provision	no	20.25	27.6	122		475	
263126934	AK	McCarthy	141	2017	173	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	133	35	31	221	265			provision	no	18	29	122		400	
263126935	AK	McCarthy	144	2017	174	adult	ASY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	135	30	32	191	243			provision	no	20.75	29.1	128		488	
263126938	AK	McCarthy	162	2017	178	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	130	33	29	193	136			provision	no	19	28.5	119		451	
263126939	AK	McCarthy	185	2017	178	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	123	31	31	196	237			provision	no	20.25	27.9	117		530	
263126950	AK	Long_Lake	50	2017	179	adult	ASY	F	Stressor	Predator	1	0.83	33.6	8.21		Dex_or_nothing	B_S_D	77	31	31	183	264			early_inc	no	20.25	27.3	113		398	
263126950	AK	Long_Lake	50	2017	185	adult	ASY	F	Stressor	Predator	2	0.78				Dex_or_nothing	B_S_D	83			234				late_inc	yes	20.75				458	
263126950	AK	Long_Lake	50	2017	192	adult	ASY	F	Stressor	Predator	3	2.91	41.16	10.61		Dex_or_nothing	B_S_D	80	30	32	223	260			provision	yes	18.75	28.4	113		489	
263126951	AK	Long_Lake	60	2017	179	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	130	33	33	185	241			provision	no	19.75	28.6	121		434	
263126952	AK	Long_Lake	9	2017	179	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	81	33	32	237	195			provision	no	19	27.9	125		452	
263126967	AK	McCarthy	113	2017	180	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	70	30	30	203	198			provision	no	20.5	28.4	120		475	
263126972	AK	Long_Lake	22	2017	181	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	63	31	31	227	228			provision	no	20.5	28.1	123		440	
263126973	AK	Long_Lake	20	2017	181	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	103	30	33	202	198			provision	no	20	27.8	121		456	
263126986	AK	McCarthy	166	2017	182	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	120	33	36	199	163			provision	no	18.75	28.6	116.5		521	
263126987	AK	McCarthy	178	2017	183	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	112	34	30	196	178			provision	no	19	28	118		477	
263126988	AK	McCarthy	147	2017	183	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	170	30	31	159	227			provision	no	20	28.9	125		516	
263127111	AK	McCarthy	119	2017	184	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	100	31	30	205	235			provision	no	19	28.7	119		495	
263127122	AK	McCarthy		2017	186	adult	SY	F			1	0.88	34.04	15.86		Dex_or_nothing	B_S_D	140	32	33	169	179			early_inc	no	19.25	28.6	115.5		429	caught in nest 108
263127135	AK	McCarthy	108	2017	187	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	118	30	32	250	228			provision	no	19.75	28.5	114		508	
272106601	NY	CU1	101	2017	141	adult	SY	F	Color	Color_Dull	1	2.5	37.4	16.5		Dex_or_nothing	B_S_D	110	31	33	206	220			early_inc	no	22.5	28	115		444	
